,id,review,functionality,range_anxiety,availability,cost,ui,location,service_time,dealership
4666,196298,"Had trouble with my ez-charge card, called the number listed and they got me going",1,0,0,0,0,0,0,0
8068,82258,A quick little boost charge to get me home.  Worked perfectly.  ,1,1,0,0,0,0,0,0
9183,59568,"*Not-public, for employee or business visitor use only. | Ten level 2 j1772 and one level 3 CHAdeMO, Blink RFID card required, fee: Blink account rates, located on first floor of employee parking structure, on inside left of entrance. ",1,0,1,1,0,1,0,0
1327,277924,Construction still going on for the upper levels of this garage. No parking near the charging stations. ,0,0,1,0,0,1,0,0
8141,80644,"Charged at 10:00 last night, just enough to get home. Now both  stations are available.  The small utility ev that had been parked at one of them for months has been moved to the other side of the building.  My thanks to MST  groundskeeping.",1,1,1,0,0,1,0,0
8741,68154,"Super friendly dealership, got me plugged in and charging Level 3 right away.  ",1,0,0,0,0,1,0,1
8771,67643,There is now a charging fee of 49 cents/kWh but parking is free.  The charger is operated by SemaConnect.  ,1,0,0,1,0,1,0,0
4777,193457,"For PHEV drivers who have the option of gas, electricity needs to cost less than gas. Even if I waited 4 hrs for a full charge it would get me 35 miles which is the same as a gallon of gas. Gas is currently around $2.50 per gallon for premium. At $3, these charging stations in LG are more expensive than gas. This is the same reason I won't charge at BLINK stations which are currently $0.49/kWh. ",0,0,0,1,0,0,0,0
5969,163911,Level 1 for the Prius and Level 2 for the Leaf,0,0,0,0,0,1,0,1
1993,260915,Staff knew nothing. The one maintenance guy they brought up mentioned finding a plug out back and using an extension cord. I've stayed at places without a plugshare listing that had far better setups. The maintenance guy wasn't sure what plug he was going to use. ,0,0,0,0,0,1,0,0
2398,250201,"Error code. Have to push the little red stop bottom for 5 sec to reset the machine and after that, it works fine. ",1,0,0,0,1,0,0,0
5403,177983,SAE DC Fast charger won't lock to car to allow charging.,1,0,0,0,0,0,0,0
9849,46493,Thanks for the station,1,0,0,0,0,1,0,0
6511,150866,"This QuickCharger does seem like it's a Level 2.5. :)  It may terminate charging prematurely, in which case you'll have to contact Greenlots to give you a free follow-up session. Also, the highway exits to and from this charger location are confusing with the one way streets and especially now with the construction. Go slow and follow signs, not necessarily your GPS.",1,0,0,0,1,1,1,0
5824,167328,cars waiting on service in front energy using rear charger,0,0,1,0,0,0,0,0
1203,280352,Broken #2 emailed charge point multiple times and they won't send someone to fix it,1,0,0,0,0,0,0,0
6866,142980,"I charged to 85% on DCFC. Neede a ChargePoint card to activate. I called the phone number on the DCFC to ask how much I was being charged, and the lady said that the unit was non-functional. I assured her that I was at that moment charging with the unit. She could not get pricing information on the unit because her computer thought the DCFC was off-line. Can't answer an accounting question because there is a technical issue with the charger? Weird. Charge was successful so I suppose all is well.",1,1,0,0,0,0,0,0
886,286797,Three others at 11:30AM on Sunday.,0,0,1,0,0,0,0,0
2899,237217,Lighting covered Chevy Volt charging at location. unable to charge.,0,0,1,0,0,0,0,0
8876,65323,"Great spot! Worth the few bucks to get in to a garage with government cars everywhere. 30A charge could be better, though. ",1,0,0,1,0,1,1,0
6628,148461,It's approaching one month since these chargers went down. Maybe a merger is coming?,1,0,0,0,0,0,0,0
3409,225138,"combo qc works, single qc shows permanent alarm light. couldn't get it to work though software jnterface looks working",1,0,0,0,0,0,0,0
3106,232056,"What's ignorant is when someone tries to use the race card... Get over it, if you're a professional then be professional not just when it suits you. You want to be treated equally then act accordingly.",0,0,0,0,0,0,0,0
9696,49757,DC charger didn't charge as fast as I'd thought though: 58% to 81% in 24 min.,1,0,0,0,0,0,1,0
2809,239771,Still no luck with Spark EV at this locations's SAE Combo. Please fix.,1,0,0,0,0,0,0,0
2629,244289,Temperature error.,1,0,0,0,0,0,0,0
3153,231056,"I sent a message to Sema Connect and they say they can't initiate a service call. it has to come from the station owner, which I guess must be Walgreens. ",0,0,0,0,1,0,0,0
37,308854,had to press the reset button as there was no power going to the outlet at first,1,0,0,0,0,0,0,0
9395,55882,"Charjit brand J1772 are nice, display power and status.",1,0,0,0,0,0,0,0
3783,216558,Same white little Chevrolet plugged in all afternoon.  Does it always take this long for little car to charge? I'm really asking. I'm new to this and want to learn what to expect ,0,0,1,0,0,0,0,0
8736,68235,Good food at the tavern and great nature walks,0,0,0,0,0,1,0,0
9207,59192,"First try ground faulted, but then okay.",1,0,0,0,0,0,0,0
4617,197639,Iced by other ev's! Two Leafs parked in the spots but not charging. ,0,0,1,0,0,0,0,0
6006,163036,I work at HCA and charge here every day,1,0,0,0,0,1,0,0
3028,233996,is this free?,0,0,0,0,1,0,0,0
5540,174161,Took 1.6 Kwh in 16 min on charger 1 of 4 spots.  Just checking to verify location before I really need a charge at Muckelshoot Casino. ,0,0,1,0,0,0,1,0
12,309239,So the dealer had all of their cars being serviced parked in every spot including the quick charger. I called and asked them for at least access to the quick charger and they agreed but never did anything so I left and drove to Larry h nissan. I was willing to pay because I was in a hurry and obviously the Toyota dealer doesn't want my business.,0,0,1,0,0,1,0,1
6716,146728,Charger is located in the back of the school building.,0,0,0,0,0,1,0,0
5043,186227,level 2 - station worked well. no issues. ,1,0,0,0,0,0,0,0
4884,190387,rolled up with only 15 miles to spare! ,0,1,0,0,0,1,0,0
6102,160631,2 plugs on 1 side 1 plug on the other. The single plug is pad locked off for their service department use only. ,0,0,1,0,0,0,0,0
10098,41096,"L3 is back up, met me outside to start charger and verify that I signed waiver. Thank you Yonker :-)",1,0,0,0,0,1,0,0
8974,63485,only open during store hours. locked lot. opens at 8 am.,0,0,0,0,0,1,0,0
5290,180565,works great!,1,0,0,0,0,0,0,0
4059,210934,Off line,1,0,0,0,0,0,0,0
5990,163490,Fast charge station cannot read any cards. Tried many different ones  to no avail. L2 station working fine and reading cards correctly. ,1,0,0,0,0,0,0,0
1276,278678,"When using the Greenlots smartphone app, you need to select which charging connector to use (1 or 2) to release the correct charging connector. However, the unit itself is not labeled. 1 is CHAdeMO, 2 is CCS/combo (I found out by trial and error). Charged up 9kWh in 22 minutes, no cost.",1,0,0,1,1,1,1,0
7387,120712,If you come late at night the gate could be closed. Just drive up and it will open automatically. ,0,0,0,0,1,1,0,0
6253,157247,DCQC seems to be working fine again.,1,0,0,0,0,0,0,0
5631,171935,This charger is now a Charge Point location. Part of Austin Electric's Plug-in Everywhere program. ,1,0,0,0,0,1,0,0
4509,200764,Share the codes please.  A few of us have asked and Marriott says it is either for people staying at the hotel or go buy something from one of the shops first.  :(,0,0,0,0,0,1,0,0
900,286466,It's supposed to be free but I had to sign up for a plan to activate the charging station. another card to my sun visor which holds all my charging network cards ...,0,0,0,1,0,0,0,0
3348,226725,"DC charge is not working. After I wait for 15 minutes, they reset the charger. But even after it was not working. ",1,0,0,0,0,0,0,0
9053,61755,99c hour - 5c min,0,0,0,1,0,0,0,0
72,308191,Chargepoint unit says decommissioned but it will still release the charger after a long pause. ,0,0,0,0,1,0,0,0
6169,159064,QC working great,1,0,0,0,0,0,0,0
9858,46383,"Two chargers were ""disabled"", but other two were working properly.  Parking is $40/24 hours in this garage, but easy access to mall and other Boston Back Bay venues.",1,0,0,1,0,1,0,0
9655,50625,Anyone know if it's up and running?,1,0,0,0,1,0,0,0
9019,62377,"While I was able to charge successfully, one of the ports on the dual unit was stuck (plug wont disengage).   I used the remaining port and was able to charge.",1,0,0,0,0,0,0,0
7585,107175,"Peak charging power: 30 amps, 240 volts",1,0,0,0,0,0,0,0
4562,199267,CHAdeMO (level 3) fast charging station is out of order. I hope I can make it home!,1,1,0,0,0,0,0,0
6300,156263,not working after hours...,0,0,0,0,0,1,0,0
9332,56966,NEW INFO!! >>>old SPI gone Three new Clipper Creek (the best) J1772 units across the garage from where the old ones were same floor. One unit shares with HC space. Hours still limited 8 to 5 and sign asks for moving car when full.  Added pics,1,0,1,0,0,0,0,1
9502,54261,"There are only two pedestals here - the ""#1"" station is a couple blocks away, so I added it as a separate site.  The area is blocked off - you would have to move orange temporary posts to get in, though the charging stations do appear to be operational.  The two here are on opposite sides of the street, positioned in between two parking spots each, so they service 4 spots.",1,0,1,0,1,1,0,0
4912,189781,I needed a charge to get home so I hooked up. Glad it was there!,0,1,0,0,0,1,0,0
5693,170667,QC working fine 1205am 11/23/14 second charger appears to be working also. I will check it out after my charger is done. Hello _x1f44b_ LeafyD! ,1,0,1,0,1,0,0,0
9903,45521,QC charge!,1,0,0,0,0,0,0,0
2821,239511,Bell man can direct you to the charger. Call ahead and they'll hold it for you.,0,0,0,0,1,1,0,0
6462,151985,It's working now.. ,1,0,0,0,0,0,0,0
1097,282264,3 people fully charged taking up space: Leaf Volt & 500e,0,0,0,0,1,0,0,0
4128,209355,"got 30%, but then overheated. didn't have time to wait for it to chill",1,0,0,0,0,0,0,0
7632,104424,"I stopped here a week ago. All 4 units now work. This is the First Solar building and has 4 BLINKS. We had to repower one to get it working. The manager has all LED lights in the garage, very cool. ",1,0,0,0,0,0,0,0
10215,10617,A Leaf and Volt are often both seen charging here. Brea needs to install more charge stations to help the customer who needs a charge.,0,0,1,0,0,0,0,1
2688,242689,There are actually 2 level 2 charging stations. Charing works well! Feels great parking next to the teslas. ,1,0,0,0,0,0,0,0
7445,115990,A salesman Rick huften told me if the car is not a ford I could not charge there.He then said he would take my new nissan as a trade in.I replied not for a ford.,0,0,0,0,0,1,0,1
6270,156998,"Just spoke with employee of AAA, Christopher Baldwin, and he specifically stated that the spots are for employees or individuals conducting business with AAA.  Best of luck to those needing a charge...",0,0,1,0,0,1,0,0
8184,79724,"Just unplug black volt, light was flashing(charge completed) I hope it is ok with owner, I really need to charge my Leaf to get home.",0,1,1,0,1,0,0,0
3050,233495,Using DCQC ,1,0,0,0,0,0,0,0
8306,77138,Love the new charger!,1,0,0,0,0,0,0,0
9817,47183,Tell someone how great it is to drive electric. ,0,0,0,0,1,0,0,0
2567,245814,"Successfully charged Spark EV. This lot is only good if you're waiting to pick someone up at the airport, there is nothing to do here except sit in your car and wait!",1,0,0,0,0,0,0,0
8042,82828,charged at 22 mph,0,0,0,0,0,0,1,0
6469,151815,"Made it with 0% SOC and 108 miles on the odometer. Thanks so much for the charging, really saved me.",0,1,0,0,0,0,0,0
4507,200845,Both sides not working,1,0,0,0,0,0,0,0
3448,224229,3:55. All 3 available,0,0,1,0,0,0,0,0
1768,266586,CCS _x1f44c_,1,0,0,0,0,0,0,0
6828,144043,Asked owners they were very nice and they let any cars charge up if it is free. ,0,0,0,1,0,1,0,0
2631,244233,dcfc working fine! Thank you! ,1,0,0,0,0,0,0,0
9182,59577,No J1772 Cables,1,0,1,0,0,0,0,0
5979,163714,Not free,0,0,0,1,0,0,0,0
3612,220797,Only one charger working ... ,1,0,0,0,0,0,0,0
4548,199704,Had to reaaaaalllly wiggle and squeeze the lever to get the handle out. ,1,0,0,0,0,0,0,0
504,296849,"Still Out of Order. Talked to Nissan, they said they have no idea if its going to be fixed. ",1,0,0,0,0,0,0,0
4919,189383,"Thank you so much Marshall Auto Body! You have the fastest charger in the area. If I ever need body work done, I wouldn't hesitate to take it here!",1,0,0,0,0,0,0,1
8250,78520,"Don't give up on this dealership. I contacted the General Manager. I described the issues we are having, I have a meeting with him Thurs to discuss their charging procedures. I hope this is just a misunderstanding/miscommunication. ",0,0,0,0,1,0,0,1
6625,148511,what a pity - no longer free.  guess we'll linger a little bit less .....,0,0,0,1,0,0,0,0
6054,161894,Charging stations are up and running today.,1,0,0,0,0,0,0,0
8578,72046,The DCQC is still down...,1,0,0,0,0,0,0,0
490,297353,Thanks for the charge Nissan!,0,0,0,0,0,0,0,1
5215,182554,black volt,0,0,0,0,0,0,0,1
1871,263858,"i drive alot this spot is the go to station then i top off at home, or if i travel longer trips but now they shut this down my over night L 1 took long... ",1,0,0,0,0,0,0,0
7652,102858,Does anyone know how expensive? These Rv parks should always be free if staying or renting an Rv.,0,0,0,1,1,0,0,0
60,308419,Parking lot near Hobby lobby and Outback and an ATM. Hard to see from the street. ,0,0,0,0,0,1,0,0
2093,258480,Charge point required for fast charge. Not free,0,0,0,1,0,0,0,0
6147,159666,Quick Charger works great. Thank you!,1,0,0,0,0,0,0,0
193,304875,Stations are still down. Will post a message when they are back up. Greg clo@goe3.com ,1,0,0,0,0,0,0,0
8888,65108,dcfc r/s worked,1,0,0,0,0,0,0,0
2272,253506,it's great. also bought  a $30 item which I would have not otherwise. ev chargers bringing new business ;),1,0,0,0,0,0,0,0
7327,125036,Great thanks!  Made sure I'd get back to San Diego here!,0,0,0,0,0,1,0,0
449,298617,Plugged in. 1 spot open.,0,0,1,0,0,0,0,0
3525,222454,CCS Okay _x1f44d_,1,0,0,0,0,0,0,0
6133,160162,They no longer allow charging. ,1,0,0,0,0,0,0,0
2253,253914,"Space 441 in the shade of cottonwoods, nice breeze, and beautiful view of the mountains. Hour and 20 mins, enough to get us back to Bakersfield--and its 102 heat.",0,1,0,0,0,1,0,0
5521,174591,Quick charger still broken.  Says it's ready to go and then shuts down before charging starts. ,1,0,0,0,0,0,0,0
4006,212302,thanks as always :),0,0,0,0,0,0,0,0
8553,72539,"I am charging on the weekend! The signs that say m-f are just a limit on the amount of time you can stay at the station during the week, not the hours you can charge",0,0,0,0,0,1,0,0
9527,53848,"As of 16 July 2011, both Tesla chargers have had cables swapped out with Yazaki-style J1772 plugs (new style level 2 plug that works with Volt, Leaf, etc.)  

CHAdeMO level 3 charger is still not operational, but a note on the front says there are two additional J1772 chargers at the other park-n-ride lot on the opposite side of I-80.

Semi-derelict RV still plugged in to one of the 5-15 plugs 'charging an electric bicycle'.  Must have a huge battery to need 24/7 charging...",1,0,1,0,0,1,0,1
6930,141714,Full,0,0,1,0,0,0,0,0
5007,186970,"They let me charge here the other day in our i3. The guy walked up to the car and I got out he says jokingly ""well, I was going to give you hell for parking here but since you're in uniform lol. I am sure if you ever need a boost they would help you out.",0,0,0,0,1,0,0,1
7843,87036,ALL 4 spots ICE'd,0,0,1,0,0,0,0,0
7164,136746,Driveway to charger blocked dye to construction project. ,0,0,1,0,0,0,0,0
2010,260470,Neither charger works!!!! ,1,0,0,0,0,0,0,0
1886,263371,Captain PLaneT here again with Glow In The Dark Guy in his Model S on our way back from briefing Sulphur Springs Valley Electric Co-Op near Ft Huachuca on how great it is to go SolarCity via Viridian. We CHAdeMOed for a bit to check out GoE3! It is still free as of today and works great! Thank You GoE3! ,1,1,0,0,0,0,0,1
3093,232391,This new DCFC charging station is expected to go online on Friday May 8th.,1,0,0,0,0,0,0,0
8872,65414,"A nissan maxima was parked in the spot.
Management was able to open the spot next to it but the 240 volt part of the charger showed a fault and would not charge my Tesla on 6/11/13",1,0,1,0,0,1,0,1
6952,141145,Charger on the left worked. Car got covered in leaves and bird droppings. ,1,0,0,0,0,0,0,0
538,296235,"Parking security guy makes no sense. There are two Quickcharge parking spots for 1 unit, most often than not the space on left is parked by a non-EV car stationed there for a long time. Parking security guy tells me that for quick chargers one cannot wait in the lot and have to wait outside the lot until the unit is vacant. Same guy tells me that one cannot park in the normal charge space and wait for quick charger too. I asked him how does one know when the Quickcharger is vacant?  He replies ""you have to take your chances.  Maybe check in every 30 minutes because I don't take reservations either.""  What the hell has he smoked?  This logic makes no sense if this is actually a policy or a terrible interpretation of one. For a city trying to be eco and EV friendly, this kinda nonsense just makes it even more difficult for people to transition out of guzzling gas. CAN SOMEONE AT LADWP WHO KNOWS SOMETHING PLEASE EXPLAIN THE POLICY TO THIS GUY????  The security parking guys says he's their everyday. ",1,0,0,0,0,1,0,0
2815,239596,Fast charging,1,0,0,0,0,0,0,0
4510,200756,Charger was very accessible. It is hidden if you've never been here before located next to express service drive. was not blocked at all....,0,0,1,0,0,1,0,0
508,296703,South Unit would not recognize card.,1,0,0,0,0,0,0,0
7977,84261,It's a private station. Pffffff (French ),0,0,0,0,0,1,0,0
10006,43160,Was here today for National Plug in Day. Beautiful day and lots of EVs showed up. Plenty to do while your ev charges.,0,0,0,0,0,1,0,0
2958,235675,temp error,1,0,0,0,0,0,0,0
9464,54769,"No charger visible here. If there ever was one, it must have been removed.",0,0,1,0,0,0,0,0
10011,42784,"For instant access, either use your SemaCharge SmartCard, (or> dial 1-800-663-5633 anytime visit www.semacharge.com on your smartphone. Once completed, ask for a smart-card for future, easier access, if you don't have one.",1,0,0,0,1,0,0,0
1853,264312,Has anyone charged a leaf here and made it over Berthoud pass to Winter Park?,0,1,0,0,1,0,0,0
7556,108269,"Peak charging power: 30 amps, 240 volts",1,0,0,0,0,0,0,0
7213,134085,Out of order. :(,1,0,0,0,0,0,0,0
4415,202710,"Two other EV owners were chatting, and moved to give me the charger :) ",0,0,0,0,1,0,0,0
3969,213091,Spark EV would not fast charge,1,0,0,0,0,0,0,0
2385,250471,I'm happy to say the charger is working,1,0,0,0,0,0,0,0
3682,219289,"Bwm i3 is done charging, but they locked the charger into their car so that no one may unplug them. ",0,0,0,0,1,0,0,0
9917,45217,"Charged yesterday. Charge point interface was disabled. If you need to stop the session, it is ok to press the little off button next to on, but not the emergency off at the top of the unit.",1,0,0,0,0,0,0,0
5764,168907,First time QC user.  Worked perfectly!  Got the Leaf 1 week ago.  Very happy.,1,0,0,0,0,0,0,1
1083,282885,Does not appear to be a public charging station (behind locked gate today).,0,0,0,0,0,1,0,0
782,289848,Two spots ICEd by Teslas..which seems even worse. ,0,0,1,0,0,0,0,1
7811,89786,Model s with 5.8.10 gets about 18mph at30a 227v outside it is 28 degrees,0,0,0,0,0,0,1,1
8571,72238,"Located to the left side of the establishment. In order to use the SuperCharger, you must go inside the building and request an employee start it up for you as it requires authorization to use. ",1,0,0,0,0,1,0,0
7216,133578,Construction ,0,0,1,0,0,1,0,0
1531,273037,"This is the fastest charge station in the area. Valets are well versed in charging. Breakfast and lunch in the restaurant and no valet charge. While in town we ate there daily, very good food. It's a sushi restaurant but have an American breakfast menu and for lunch an awesome fillet, so not just sushi. Tip the valet nicely, they're very efficient.",0,0,0,0,0,1,1,0
866,287485,used several times during the week-end,1,0,0,0,0,0,0,0
9723,49280,They charge 2.00 per hour to charge. Even though get 40 Amps only get 30 mi per on on charge. ,0,0,0,1,0,0,1,0
7826,89006,"This Dealer's customer said, the charger will be only for this dealers's customers use sometime... It's not fare...",0,0,0,0,0,1,0,1
2472,248396,I had to retry 4 times to get it to work for some reason.,1,0,0,0,0,0,0,0
4320,204865,What happen to the usage status for this location? It didn't show if the charging station is busy or not. Can Plugshare or Blink fix this issue?,1,0,0,0,0,0,0,0
4899,189954,I'm charging while I'm at stone summit climbing gym.  Just unplug me if you need to. No worries. If there is a problem call me.  7703679008. Should be back by about 245pm,0,0,0,0,1,0,0,0
6635,148283,my black volt is charging for the next two hours.,0,0,0,0,1,0,0,1
4686,195874,Two chargers available perfect parking open not blocked,0,0,1,0,0,0,0,0
9821,47142,Awesome. Met another ev first time driver and a curious future buyer. ,0,0,0,0,1,0,0,0
1642,270241,Sorry! Put bad comment on the wrong station! It's the VW dealer in Temecula.,0,0,0,0,0,1,0,1
3706,218419,Both blink chargers in use and operational!,1,0,0,0,0,0,0,0
4316,204928,Just getting some juice while visiting family.,1,0,0,0,0,0,0,0
8342,76216,Still cut. per manager a ticket was put in to Walgreen's HQ early December. no idea when or if will get fixed.,1,0,0,0,0,1,0,0
779,289891,$2.34 for 50 minutes,0,0,0,1,0,0,0,0
3991,212737,Using Apple Maps will be at the wrong end of town. PlugShare map is correct. ,0,0,0,0,0,1,0,0
2331,251995,"Prone to ICEing.  Parked in front of offending polluter cars to charge while I went shopping, charging cord will reach.  ",0,0,1,0,0,1,0,0
9195,59358,"Chargers are on either side of the main doors, on the east side of the building.   Each charger has an electrical box above it, and the dealer apparently turns them off when they're closed, but they're not locked:  f the charger you want to use is not lit, just use the switch on the box to turn the power on. ",0,0,0,0,1,1,0,0
890,286691,"Charged Sat morning (8/1/15) without problems.  Had breakfast in BK nearby (across parking lot).  Called Burdick beforehand, and they were very happy to share their unit with a non-Ford.  Thanks! ",1,0,0,0,0,1,0,1
7100,138056,I bought my leaf here. I charge here all the time. Staff are very friendly and welcoming. They will happily point you in the direction of the charger and offer water.,0,0,0,0,0,1,0,1
3364,226121,"J1772 still says ""coming soon"", and my car doesn't have a CHAdeMO connector. :) I look forward to this being operational!",1,0,0,0,0,0,0,0
2013,260392,working fine!,1,0,0,0,0,0,0,0
7248,130855,There is a Denny's about 50 yards away. ,0,0,0,0,0,1,0,0
698,291806,Charged at 32v but tripped the fuse every 20-30 minutes.  Only stayed for half charge before giving up.,1,0,0,0,0,0,1,0
4387,203539,quick DC charger working great (L3),1,0,0,0,0,0,0,0
8520,73100,I've successfully charged there a couple of times over the last quarter or so.,1,0,0,0,0,0,0,0
7047,139136,Quick charge worked great!,1,0,0,0,0,0,0,0
949,285263,Both still inoperative. ,1,0,0,0,0,0,0,0
9362,56491,Station at the more southern parking lot of black bear crossing. Under the big solar panels are two charge point stations. ,0,0,1,0,0,1,0,0
8938,64234,Charges successfully using the adapter.,1,0,0,0,0,0,0,0
4290,205465,a prius plug in was using the only plug.,0,0,1,0,0,0,0,0
839,288399,The CCS didn't work for me yesterday. I called and they tried to initiate the charge remotely.  That didn't work.  They said they would open a repair ticket.,1,0,0,0,0,0,0,0
928,285766,If the 1st floor front side Chargers are all filled up. Try around the corner... there's a few more chargers.,0,0,1,0,1,1,0,0
6918,141909,Charging at L2 since QC is not operational ,1,0,0,0,0,0,0,0
8781,67487,"The lot attendant wanted $10 above and beyond the $2 p/hour to charge, not to mention he was rather rude...May as well park around the corner for $5 (Blessed Sacrament Church on Selma) and pay for gas.",0,0,0,1,1,1,0,0
1792,266177,This charger will be down for maintenance while we improve the offerings for the Chicago area. We will continue to update when work is complete.,1,0,0,0,0,0,0,0
5567,173559,Plenty places to eat ,0,0,0,0,0,1,0,0
3103,232089,"These are the most difficult and unreliable units. I tried three locations pushing the correct buttons and nothing. The units in front of the building are not protected and typically blocked. This dealership is not focused as to EV's and it has the most units in any dealership, solar panels and all. Good intentions years ago but management is not interested. Too bad. I went to the Kings Ford dealership. I was welcomed, offered Starbucks coffee and charged successfully. ",1,0,1,0,0,0,0,1
9089,61179,Quick charged twice today. ,1,0,0,0,0,0,0,0
9949,44505,Both chargers are now working.,1,0,0,0,0,0,0,0
1117,282002,everything ice'd,0,0,1,0,0,0,0,0
1512,273551,Eaton Chargers don't seem to work with my Fusion.,1,0,0,0,0,0,0,1
8965,63697,Close to mall entrance F. Right side charger still broken- doesn't recognize card tap. Left worked well. ,1,0,0,0,0,1,0,0
8823,66668,"Area was closed for asphalt work, but we snuck past the cones, signs and warning tape. Charger worked fine.",1,0,0,0,0,1,0,0
4091,210099,Punched in access code.  The lights came on.  Left it plugged in for an hour and it kept turning off.  Did not charge at all within that hour.,1,0,0,0,0,0,0,0
925,285798,Worked for me today on my Spark EV,1,0,0,0,0,0,0,1
3262,228506,I'm unplugging and moving car if anyone needs to charge,0,0,0,0,1,0,0,0
7723,97365,"Restrooms, vending machines, and lounge space in the hotel lobby. Sonic across the street. Only saw 1 other Tesla while charging there. ",0,0,0,0,0,1,0,0
2208,255119,Level 3 working great with remote start through the Blink app. Easy 24-hour access. ,1,0,0,0,0,1,0,0
3504,222899,Only 1 charger and fiat is using ... Can't tell how long? Please note when u will return ,0,0,1,0,0,0,0,0
10234,1690,A very handy location! It's just In range of Fischer in Titusville. There are two chargers here BTW...,0,0,0,0,0,1,0,0
1709,268130,BMW I3,0,0,0,0,0,0,0,1
4941,188607,"Arrived at 4:20 and there was a white leaf plugged in but not charging. Inquired at the enterprise office, but they didn't know whose it was but said it was probably fine to unplug. Met the owner who works on campus and said it was fine to unplug their leafs if they are not charging. ",0,0,0,0,1,0,0,1
1285,278628,Owner doesn't know what she's talking about!  -Tesla Model S Owner,0,0,0,0,0,1,0,1
3072,232950,"says car asked for too much power, same message i get in Atwater. Leaf ahead of me was having problems too. A tech guy went to get fuses for the standalone Chademo.",1,0,0,0,0,0,0,0
7830,88298,Enjoyed dinner at Noodle & Thai. ,0,0,0,0,0,1,0,0
1596,271312,"The station is scheduled to be visited by a tech on Friday. Thanks, Greenlots",1,0,0,0,0,0,0,0
7088,138269,"Connector looked like it had been run over, it was crushed, wire and terminals exposed, very unsafe.",1,0,0,0,0,0,0,0
5346,179172,Getting something to eat. Will be back about 615 630. Text if you need to charge,0,0,0,0,1,0,0,0
7885,86150,"According to phone conversation with hotel staff (March 2014), the station is available only to guests staying at the hotel.  ",0,0,1,0,1,1,0,0
2204,255316,"Super nice folks here, very interested in my electric motorcycle.  Friendly conversation and they were kind enough to give me a bottle of water!",0,0,0,0,0,1,0,0
475,297768,"Great restaurant with friendly staff!  Second charger is currently faulting but remaining is 80 A, so fast charging.  Highly recommend this place!",1,0,0,0,0,1,1,0
4607,197844,Completely turned off and the breaker is locked in the back.,1,0,0,0,0,0,0,0
1025,283948,Charged Successfully! Thanks Blink for making these Fast Chargers available. 10 minutes of charging gave 35%. ,1,0,0,0,0,0,1,0
2865,238179,I have been plugged in for over an hour and came back to find out I didn't charge. No idea why. This is not my first rodeo...,1,0,0,0,0,0,0,0
8869,65484,Tesla model S charging at 17 miles per hour,1,0,0,0,0,0,1,1
3053,233401,I do not recommend using this station good location but very unreliable the touch screens are not functioning!,1,0,0,0,0,1,0,0
5125,184623,Lots of dining options close by,0,0,0,0,0,1,0,0
5718,170256,Still down.,1,0,0,0,0,0,0,0
8687,69259,Charging on my way back to Lithonia.,0,0,0,0,1,0,0,0
10239,1154,What the crap!  A Nissan dealership that has closed gates on Sunday!  Useless for those who want to charge here on Sunnday. The dealership needs yo rethink this.   Also no assigned spaces.  Charging station on a disabled spot.  OMGosh.   Dr. Raza Khan,0,0,1,0,0,1,0,1
4009,212212,"AND... IT'S BROKEN AGAIN!  LIKE EARLIER POST, IT SAS UNIT IS NOT IN SERVICE AFTER TAPPING MY CARD.",1,0,0,0,0,0,0,0
9712,49447,New Ford Fusion Energi parked on QC side plugged into 200-level.  Had to park sideways to get the QC cord to reach.,1,0,0,0,0,1,0,1
3387,225607,Not the easiest charger to find but it works great. Does not have painted green markings.,1,0,0,0,0,1,0,0
8969,63610,"Haven't been here in a long while! First time using the QC! Fantastic location! Hello LeafyD! 
Friday night at 1am. In-n-Out from just down the street while I charged ftw! ",1,0,0,0,0,1,0,0
1585,271545,Touch screen for ccs not working. Called in and they activated remotely ,1,0,0,0,0,0,0,0
2664,243174,"Powered on, and screen display and touchscreen working. But Charger plug is sealed up in plastic to stop use. Looks like they are almost done burying cable and getting concrete dried.",1,0,0,0,0,0,0,0
2768,240773,"Volt charging, Prius waiting... ",0,0,1,0,0,0,0,0
6756,145702,"Tested Nissan's ""No Charge to Charge"" EZ-Charge card hare and it worked fine - and no charge.",1,0,0,0,0,0,0,1
8108,81391,Great place to have lunch or dinner while the car is charging.,0,0,0,0,0,1,0,0
4572,199089,$3/h,0,0,0,1,0,0,0,0
3156,230970,didn't work :(,1,0,0,0,0,0,0,0
213,304462,Broken still,1,0,0,0,0,0,0,0
3731,217658,204V @ 30A.  This equates to 18 mph for a Model S.   Easy to park.  Chargepoint app works.   Starbucks across the street. ,0,0,0,0,0,1,1,0
5036,186452,Once again non-EV CARS parked on both spots. ,0,0,1,0,0,0,0,0
9213,59136,Parking lot requires parking permit,0,0,0,0,0,1,0,0
7775,92941,"Charge rate seemed to slow dramatically, speed up, then down.  2nd from the right had a sudden disconnect at start of charge.",1,0,0,0,0,0,0,0
7085,138306,"Arrived few seconds before another LEAF owner and since I had enough charge to go back home, I let him charge.",0,0,0,0,1,0,0,1
4461,201807,Spot was blocked by a white SUV.,0,0,1,0,0,0,0,0
5689,170834,Called ahead; closed for the winter,0,0,0,0,0,1,0,0
4732,194358,very empty lot although its just about lunch time. finally though!,0,0,1,0,0,0,0,0
656,293249,L2's have power enough to retract but no charging power. QC is down. ,1,0,0,0,0,0,0,0
