,id,review,functionality,range_anxiety,availability,cost,ui,location,service_time,dealership
4992,174892,The charger on the left has a touch screen that can't be touched but it will still accept a card and charge.,1,0,0,0,0,0,0,0
969,200703,Quick charge says temporarily out of service. Level 2 charger is working. ,1,0,0,0,0,0,0,0
6075,155825,North Valet will charge your Tesla for free.,0,0,0,1,0,1,0,1
4941,234964,On the South side of Elite Nutrition. Not ready for prime time as you can not sign up with eVgo in Colorado yet. If you call the number they tell you that it will be online on May 7th. Unfortunately it's already May 10th. Their solution? Wait a week and it'll probably be online. ,1,0,0,0,0,0,0,0
1664,214420,grey Fiat. indicator on dash. Off when fully charged.  L2 charger.  ok to unplug at 9pm.,0,0,0,0,1,0,0,0
8160,201647,"2/20/15 12:00 - position 2 had a Chevy Volt plugged in, appeared to be done per the crappy GE display that looks like the GE - EVSE is turned off?  Position 2 was ICED - by a Toyota with plate frame ""Best Dad"" - parking positions are just as close as Handicap parking and therefore the signage is not enough to stop the temptation to ICE the spot.",0,0,1,0,0,0,0,0
5431,233050,Disregard my last check in about them not being free. I believe they are free no app for evgo so it's hard to tell but they are not networked so they are likely free. Will update if I get charged for my charge.,0,0,0,1,0,0,0,0
51,154003,Building has solar panels! Someone from the Chamber was on site on a Sunday and was thrilled to see someone using the charger.,0,0,0,0,0,1,0,0
3307,50358,Using the super charger in the service station. Really easy. I did buy my leaf from Mossy but not this Mossy. They didn't even questioned me though - just turned it on. ,1,0,0,0,0,1,0,1
2188,296235,"Parking security guy makes no sense. There are two Quickcharge parking spots for 1 unit, most often than not the space on left is parked by a non-EV car stationed there for a long time. Parking security guy tells me that for quick chargers one cannot wait in the lot and have to wait outside the lot until the unit is vacant. Same guy tells me that one cannot park in the normal charge space and wait for quick charger too. I asked him how does one know when the Quickcharger is vacant?  He replies ""you have to take your chances.  Maybe check in every 30 minutes because I don't take reservations either.""  What the hell has he smoked?  This logic makes no sense if this is actually a policy or a terrible interpretation of one. For a city trying to be eco and EV friendly, this kinda nonsense just makes it even more difficult for people to transition out of guzzling gas. CAN SOMEONE AT LADWP WHO KNOWS SOMETHING PLEASE EXPLAIN THE POLICY TO THIS GUY????  The security parking guys says he's their everyday. ",1,0,0,0,0,1,0,0
8077,56346,This is the best: plenty of chargers dispensing free volts in preferred parking spots while you fly anywhere in the world. I love these guys. ,0,0,1,1,0,1,0,0
1080,263858,"i drive alot this spot is the go to station then i top off at home, or if i travel longer trips but now they shut this down my over night L 1 took long... ",1,0,0,0,0,1,0,0
2660,145621,all good!,1,0,0,0,0,0,0,0
6427,64349,"Actually on the west side. Exit nordstroms, go north, across from Abercrombie and Fitch are stairs. Go down them and it'll be on your left. I only saw 1 hpwc. ",1,0,1,0,0,1,0,0
3640,151958,In use. ,0,0,1,0,0,0,0,0
5884,176578,Works greatest used QC without a problem,1,0,0,0,0,0,0,0
555,266086,24/7/365!!!,1,0,0,0,0,0,0,0
3986,201764,"seemed to take a while to authorize after swiping the fob, maybe 2 mins. but no issues going from 20%-83% in 22 mins.",1,0,0,0,0,0,1,0
8175,249362,Chademo charged my Leaf,1,0,0,0,0,0,0,1
8050,297940,"Silver leaf, your lights & the charger indicated you were done charging. I plugged in, closed your inner & outer charging doors :-)",0,0,0,0,1,0,0,0
3026,151630,A handicap charging space??? ,0,0,1,0,0,0,0,0
7959,306784,Added employee swipe card. No longer public,0,0,0,0,0,1,0,0
7372,184982,got error ca103,1,0,0,0,0,0,0,0
4311,103640,"The double chargers say temporarily out of order, but it was to accommodate installation of new yellow bollards (wouldn't want to drive into one of those EVSEs), so they should work now.",1,0,0,0,0,0,0,0
1034,268915,Just plugged in. All three stations are being used.,0,0,1,0,0,0,0,0
2201,145151,Awesome for them to have this available to the public. I hope people buy their bedroom stuff from here!,0,0,1,0,0,0,0,0
5443,210934,Off line,1,0,0,0,0,0,0,0
2657,75999,Charged on Jan 6 2014. Had to wait approximately 1 hour because 2 superchargers were broken and there were cars waiting. Contacted Tesla and they were sending someone to fix. ,1,0,1,0,0,1,0,1
5842,208979,"Combo fast charger still not working, been at least two weeks. ",1,0,0,0,0,0,0,0
782,203065,Charger box on the floor is making lots of crackling noises.,1,0,0,0,0,0,0,0
1161,97072,"Topped-off on my way out of Philly, heading back to the family winery in Douglassville, PA. Thanks again Conicelli Nissan!",0,0,0,0,0,1,0,1
4403,68555,Stop number six on my trip back to Seattle from Sacramento. ,0,1,0,0,0,0,0,0
3209,296708,"Charger for customers of Stevens Creek Kia only (free).  Otherwise, this location will cost you $15. As a customer, I felt like the management felt burdened to help me get the fast charger working for me.  I certainly did not feel like a valued customer.  Plus, why not let all Kia customers use the charger for free?   I'm very disappointed in this dealership's policy regarding the use of this charger. ",0,0,0,1,0,1,0,1
6064,158406,Both L2 units function. However the display for the unit on the left is not functioning. Plug in and touch your blink card and it will start charging. ,1,0,0,0,0,0,0,0
663,271263,Charge takes a little longer than a level 2.  Everyone is very friendly and it's all civilian run operation.  ,1,0,0,0,0,1,0,0
5467,276522,"This is just the beginning, thus the high cost. Prices will come down with competition. 
There are ample cheaper alternatives if you must whine about it.",0,0,0,1,0,0,0,0
3792,71477,"there are 2 stations, the one on the left was occupied by a gas car, so I used the one on the right.  didn't do anything in 1 hr.",1,0,1,0,0,1,0,0
6285,143497,Still not connected,1,0,0,0,0,0,0,0
35,301975,Here for 20 minutes max.,0,0,0,0,1,0,0,0
8041,206031,Only 24 Amps or 14mph.  No Bueno. ,0,0,0,0,0,0,1,0
4883,228766,"All bays are out of order, including the ones with no ""Out of Order"" sign.  Spent way too long on the phone with ChargePoint, and it doesn't sound like anything is going to be fixed anytime soon.",1,0,0,0,0,0,0,0
4654,243122,Again this station charges at less than 20kw! I could charge but post this as failure as it is my understanding that plug share notifies the owner in such cases,0,0,0,0,0,0,1,0
6983,92006,"2 L2 chargers up front and 2 L2 chargers in the back.  The 2 in the back are very easy to use.  Just plug in.  One of the very friendly and helpful dealers here told me the 2 chargers in the back are never locked up, even after business hours.  So, great to have these when you're in a pinch!  And free!  Thanks Nissan!",1,0,0,1,0,1,0,1
5382,191201,Apartments.com Prius PEHV Oregon license 047 GNT using EV parking without being plugged in.,0,0,1,0,0,0,0,0
374,232392,Adds 20 miles per hour,0,0,0,0,0,0,1,0
6440,187141,110v only,0,0,0,0,0,0,1,0
225,55718,Nice site. 2 large parking spots right in front of the motel office. AV charger 21007. Part of the West Coast Electric Highway.,1,0,0,0,0,1,0,0
6600,258334,"They replaced the broken ChargePoint station with a new Blink station.  It's 49 cents per kWh for guests, 39 for Blink members.  You can use the Blink mobile app to request a code to enter on the charging station if you don't have a Blink card.",1,0,0,1,0,0,0,0
3259,180809,Behind noodles & company,0,0,0,0,0,1,0,0
864,151811,"Two dealer cars parked in front around 11 am today. I went in and asked if I could charge, but was told no, it is only for people who purchased from them. Seems short sighted to me, as I will be in the market for a new car in another year, and although I am moving to that area, I now have no desire to consider purchasing/leasing from them.",0,0,1,0,0,0,0,1
6310,246713,Parking spots are not marked electric so come after 5 week days.,0,0,0,0,0,1,0,0
6908,283163,25-26 MPH Charge rate!,0,0,0,0,0,0,1,0
7147,265613,"Had to mess with it twice to get it to charge. I love this idea of having a charger in Staunton, but it would be really nice if the rate was more affordable. ",1,0,0,1,0,1,0,0
311,196598,Can Nissan Leaf drivers use these supercharges? ,0,0,0,0,1,0,0,0
2355,186472,All four spots currently taken. Will be done at 12:15,0,0,1,0,1,0,0,0
1230,61292,"The hours are 9 am to 5.30pm, Sometimes the stations are blocked by vehicles (Usually Minis)",0,0,1,0,0,1,0,1
6815,183505,These are no longer powered as well as outlets at Target Center grrrr,1,0,0,0,0,1,0,0
5391,199801,I used the charging station that said it was out of order and it worked for me. ,1,0,0,0,0,0,0,0
2099,230946,"While inside it looked small but seeing it from the outside, it's pretty large. It's opposite to the outside restaurants.",0,0,0,0,0,1,0,0
3161,200582,Nice charging station. Lots of deer in the area. ,0,0,0,0,0,1,0,0
6025,201864,"when level 2 would be up &running, it would be whole nine yards",1,0,0,0,0,0,0,0
147,106503,L1 plug (#1) starts but doesn't charge: some kind of error. ,1,0,0,0,0,0,0,0
625,56966,NEW INFO!! >>>old SPI gone Three new Clipper Creek (the best) J1772 units across the garage from where the old ones were same floor. One unit shares with HC space. Hours still limited 8 to 5 and sign asks for moving car when full.  Added pics,1,0,1,0,0,0,0,1
4993,290944,"Had to park in fire lane, a Ford POS was blocking station, ice'd",0,0,1,0,0,0,0,0
2695,246210,"Excellent charge location, Starbucks a two minute walk away.",0,0,0,0,0,1,0,0
4758,200562,All taken or ICEd.  F'g me so angry.,0,0,1,0,0,0,0,0
5712,179901,Only Tesla station available ,0,0,1,0,0,0,0,1
5814,240374,Working 5/21/15. arrived  during a storm and thought about not plugging in but wouldn't have made it to Santa Rosa if I had not spent 10 min here. .  Even though tesla still says it's not quite ready it seems to work well,1,0,0,0,0,0,0,0
318,271265,"the chademo handle seems sort of loose,  but it does work. ",1,0,0,0,0,0,0,0
2528,165022,***hole unplugged me while was in the store,0,0,0,0,1,0,0,0
8440,145515,Thank you whole foods. ,0,0,0,0,0,1,0,0
1657,284165,Both not working,1,0,0,0,0,0,0,0
1722,193243,No one free hour with NCTC now,0,0,1,1,0,0,0,0
6256,196400,These are Chademo units.  The description does not state CCS/SAE Combo units.  SAE QC is not available here.,1,0,0,0,0,0,0,0
123,164067,"Two Chevy Volts ""charging"". They've been there for hours. I believe both were fully charged second time I checked. Please be disconnect and allow others to charge once you're done. Thanks!",0,0,1,0,1,0,0,0
7686,83958,Nice down in parking garage ,0,0,0,0,0,1,0,0
2181,222895,"Stopped by on 4/11/15. The fast charge was working great. The connector is easier to use than the Nissan or ABB. First class all the way. If I recall correctly, staff said there will be a code to use the charger and it will change monthly. For now, you don't need one. ",1,0,0,0,0,1,0,0
1597,301984,Down ,1,0,0,0,0,0,0,0
6085,40840,What happen to the Zero Motorcycle?,0,0,0,0,1,0,0,0
2681,236341,Three charge units with two parking spots each. Very nice setup. Have charged twice in the last several weeks.,0,0,1,0,0,0,0,0
2070,171907,A hole of the day black SUV in photos,0,0,0,0,1,0,0,0
812,55642,one dollar per hour to park free hook up ,0,0,0,1,0,1,0,0
7337,293405,BMW i3 fully charged but plugged is locked to the car. ,0,0,1,0,0,0,0,0
3123,131832,"Charged twice, 1st time I got 30 amps for an overnight charge, it took longer than normal. 2nd time, I blew the breaker after trying to bump up to 40 amp charge.  Checked it before I went to bed, I turned off clarion hotel sign in the fuse box so we could have enough charge to leave in the morning.",1,0,0,0,0,1,1,0
8312,190471,QC working great.,1,0,0,0,0,0,0,0
8336,72473,The staff was really great- let us stay 2 hours past closing to get as much charge as we needed to get to our next stop. They also did a free check and fixed a cord problem that we were having. Plugged in outside with an extension cord and got 25 mph. ,1,1,0,1,0,1,1,0
1755,194381,"So excited to see these in Dayton. I had no problems parking here, as I was charging on a Tuesday evening around 8pm, however I could see these spots being taken during the day and especially during a game. It would be nice if Dayton painted something like reserved for EV or something in the spot. Can't complain though- great. ",0,0,0,0,0,1,0,0
2593,185180,"q.c.in service.
th nrg.",1,0,0,0,0,0,0,0
975,290053,"Keep terminating right after connecting. Blink, can you check?",1,0,0,0,0,0,0,0
1000,68151,Mid right unit not working.  Using far right plug.,1,0,0,0,0,1,0,0
3225,47694,cost?,0,0,0,1,1,0,0,0
1406,175472,Unit to the right of the pair will not charge a LEAF.  Was reported to BLINK office,1,0,0,0,0,0,0,1
368,253887,Just a test,1,0,0,0,0,0,0,0
5587,159439,Please use the north charger (shorter station if you are in the north parking stall (next to handicap).  Tesla currently in the north stall charging on the south charger (taller one) and preventing the north charger from being used (unless you have a handicap card).,0,0,0,0,1,1,0,1
2244,62836,Open on the weekend unlike several other garages nearby,0,0,0,0,0,1,0,0
3906,206850,"FINALLY!!! Level 3 charging that works in the KC Metro. Seriously fast charging taking place. The spot requires parking garage fees but the juice is free. Sign states spot reserved for library patrons only. No full paint but ""Reserved"" is painted on spot entry.",1,0,0,0,0,0,0,0
4716,51389,"Thanks, Kohl's for a free charge!",1,0,0,1,0,1,0,0
7827,189202,Is there a way we can have the parking space next to the charger in front of 711 mark as designated for car charging only. Most of the time this parking is taken and therefore I have to park in the handicap parking on the other side of the charger!,0,0,1,0,1,0,0,0
7299,142959,Not allowing charge as guest despite entering credit card ,1,0,0,0,0,0,0,0
2964,77166,Employees' non-electric vehicles ALWAYS parked on the spots.,0,0,1,0,0,1,0,0
5506,90218,Great location.  Free charge.  Many spots. ,0,0,1,1,0,1,0,0
1786,167260,What's the use if you can only charge for 30 min?!?,0,0,0,0,0,1,0,0
4380,218942,"For some reason, Charger #02 isn't charging.  I'm seeing that it sees the plug on my car, but no power is being delivered. Left a message for Volta. ",1,0,0,0,0,0,0,0
3100,288223,"Error 32 when attempting to charge the vehicle this morning, doesn't appear to be fixed. Able to chademo on other stations around town though.",1,0,0,0,0,0,0,0
3066,214774,J1772 head still broken with duct tape around it. ,1,0,0,0,0,0,0,0
996,259824,I received an error message stating that I am not authorized to charge my vehicle.  My administrator confirmed that my cdsid was loaded. ,1,0,0,0,0,0,0,0
3299,264151,"Got a text at 3:44 AM to ""Come charge!"" Returned in the morning and charged at 22 mi/hr. ",0,0,0,0,0,0,1,0
48,276774,"Station not provisioned by ChargePoint, 0 grace sessions remaining",1,0,0,0,0,0,0,0
6352,197906,"121V 12A, valet staff was very helpful.",0,0,0,0,0,1,1,0
3317,150039,Sign says charging stations are temporarily closed.,1,0,0,0,0,0,0,0
5362,204369,broken,1,0,0,0,0,0,0,0
6612,163872,Previous comment should have been could not charge,0,0,0,0,1,0,0,0
6332,249036,Well lit. Open all hours. Was here at 1am. I'd rather pay for the fee than go up the street at dwp where it's not so good neighborhood at night. ,0,0,0,1,0,1,0,0
4855,214974,"That's not what ICED means, but I do agree that once any one of us is finished charging, proper etiquette would be to move the car (within reason) so someone else who needs a charge can get a charge. I have seen a few different makes and models occupying ""charging spaces"" when either done charging or having not charged at all... We need to show good etiquette when we share public stations... Remember, these are ""our"" ""gas pumps"".",0,0,0,0,1,0,0,0
6563,75742,Only public charger in BCS open 24/7. And it's free! ,0,0,0,1,0,1,0,0
1697,176558,"Hi Humming Blue, I am assuming both stations are used?  Can you comment when one is available?  Thanks!",0,0,0,0,1,0,0,0
4319,68834,Very easy access,0,0,0,0,0,1,0,0
6170,141909,Charging at L2 since QC is not operational ,1,0,0,0,0,0,0,0
7214,181061,Stations full!,0,0,1,0,0,0,0,0
5952,289697,"Right CHAdeMO works fine, left one looks like it is broken.",1,0,0,0,0,0,0,0
1088,242990,"Wow :-) No one here at this time Lucked out, once again _x1f600_",0,0,1,0,0,0,0,0
112,199006,"An EV, grey Leaf, blocks the first L2. I have seen this often lately. Signs restrict parking to EVs whether charging or not. Wish there were a way to persuade this person to park elsewhere or at least use the 2nd space while it is out of order. Second L2 goes to zip code verification yet touch screen is non-responsive. Also does not web start. What kind of companies are these, Blink and City of Phoenix, to leave their public 220V equipment out of order for weeks on end?",1,0,1,0,0,0,0,0
1774,66990,Thanks for making my all electric road trips possible Volkswagen Group!!!,0,1,0,0,0,0,0,1
3052,184931,No restaurants/Starbucks  open in the middle of the night. But there is access to bathrooms/vending machines,0,0,0,0,0,1,0,0
1533,289873,"Volt and a Spark charging but not checked in. I'm here waiting for someone to finish, then I'll be a couple hours.",0,0,0,0,1,0,0,1
7433,241064,Amazingly fast charger. I gained run miles in 1.5 hours on my i3 ,0,0,0,0,0,0,1,0
6494,53844,No issues,1,0,0,0,0,0,0,0
6926,167811,Chademo offline. Left EV plug working.,1,0,0,0,0,0,0,0
6816,254336,Finally no dealer cars in way,0,0,1,0,0,0,0,1
762,296668,Rapid charge in use. used L2 unit while I waited.,1,0,1,0,0,0,0,0
5992,214913,Gotta love free chargers ,0,0,0,1,0,0,0,0
412,1690,A very handy location! It's just In range of Fischer in Titusville. There are two chargers here BTW...,0,0,0,0,0,1,0,0
3563,54767,"480 DC quick charge has two ports, but only left side appears to be working today. Also a seperate regular 220 charger. Both are Blink.",1,0,1,0,0,1,0,0
949,84048,"So charging at 2:30 am resulted in the outlet security guy telling me we had to leave now, we are trespassing and not allowed to charge at night. We told him that wasn't going to fly and he asked how long we would be here and I told him 30 minutes so he said he would give us 30 mins. ",0,0,0,0,0,1,0,0
445,216005,First time using this location _x1f60a__x1f44d_,1,0,0,0,0,0,0,0
5650,165368,"quick charge works fine, the spot is full with a dealership car but the cord reaches if I park perpendicular. Quick charge is free with chargepoint",0,0,1,1,0,0,0,0
1013,263305,"said it couldn't communicate with car (leaf), gave up after 4 tries.",1,0,0,0,0,0,0,0
3089,211848,Left EV Club of the South business cards on 6 Leafs + 2 owners _x1f60a_,0,0,0,0,1,0,0,0
4052,260074,Charger on right off line. One on the left seems ok,1,0,0,0,0,0,0,0
7188,292445,Tried charging my e-golf for the first time here around 5:45 pm on 8/18. Couldn't charge. Called support and they couldn't resolve it either. Charger kept saying plugin cable.,1,0,0,0,0,0,0,0
7218,61550,Address is listed incorrectly... The actual entrance to this Imperial Parking Garage id located on 98th Street between Lexington & Park.,0,0,0,0,0,1,0,0
8441,153138,Map location is incorrect. Stations are on your left as you approach the front of the hotel. ,0,0,0,0,1,1,0,0
1351,296471,"Web site as of 24 Aug 2015: ""Carlisle House Electric Vehicle chargers include both a dedicated Tesla charger and a Clipper Creek charger conforming to Electric Vehicle Supply Equipment (EVSE) Standards and Recommended Practices, including SAE J1772 NEC 625, UL 2231 and UL 2594. Compatible vehicles include: Tesla Model S, Chevy Volt, Fiat 500e, Honda Fit EV, Honda Accord Plug-in, Mitsubishi i-MIEV, Nissan Leaf, Ford Focus Electric, Ford C_Max Energi, Ford Fusion Energi, Smart Electric Drive, Toyota Prius Plug-in, Toyota RAV4 EV, and Wheego LiFe. And it's a No-Charge CHARGE for our guests!""",1,0,0,1,0,0,0,1
4112,240070,First time using QC. I was down to 15% let's see how much this is going to cost me. ,1,0,0,0,0,0,0,0
8269,277394,I am a little new to all of this but the charger worked fine. It found the charger handle a little difficult to use but I got through it ok. The space was clean. Mall security drove by and waived. I have only had my Leaf for 2 weeks. This is my second time Fast Charging.  ,1,0,0,0,0,1,0,1
358,193823,All units off line. ,1,0,0,0,0,0,0,0
826,228690,Combo,1,0,0,0,0,0,0,0
2337,157543,After what seemed like months and months and months the DC charger appears to be working. Unfortunately they want five dollars to hook up your Leaf to it. The arrogant salesperson said that's the going rate. I said not if you want to sell me another Leaf it isn't.  What a major disappointment.,1,0,0,1,0,1,0,0
8474,138210,"Both spots are taken, Volt and a fellow Leaf. Checking for owner inside... I'm at five miles.",0,1,1,0,0,0,0,1
7514,81075,Don't have to ask the dealer to unlock anymore so that's cool. It will also go above 80% which I believe it used to stop at before Chargepoint took over. Still free! ,1,0,0,1,0,1,0,1
6346,281810,The first two DCQC stations aren't responding when swiping a card but the third is.,1,0,0,0,0,0,0,0
3944,248425,This new chademo is installed for a month now but still not switched on!,1,0,0,0,0,0,0,0
4827,151607,"level 2 charge only went for three plus min. and quit level 3 won't work at all, has not worked since they put a cardreader on it! ",1,0,0,0,0,0,0,0
7953,107993,"Peak charging power: 30 amps, 208 volts",1,0,0,0,0,0,0,0
5392,79874,only for Toyota customers....,0,0,0,0,0,0,0,1
6245,238334,charging right now while the second spot is being ICE'd by a Volvo...,0,0,1,0,0,0,0,0
6381,295084,"Packed because of Megafest, but was still able to charge.  Spots ICE'd, so I parked in aisle to charge.  Peak Volts = 199, Amps = 80.  Getting 44 miles/hour at this location.",0,0,1,0,0,1,1,0
2991,229059,Charger malfunction tried to reset it no luck ,1,0,0,0,0,0,0,0
4413,244576,"The SAE Combo worked on the third attempt: 1) 'Error: car requiring too much power draw', 2) failed to connect/communicate successfully, then returned handle to charging unit again and started over, and 3) finally worked.
BTW, anyone else w/ a Spark EV blown away that the only way to leave So Cal is to drive north, and even then it means driving ~70-80 miles and stopping for ~6.65 hours to charge (level 2 only once you leave San Diego or L.A. areas.  Essentially. 80 miles in about 8 hours = 10 mph?
NRG Evgo (and GM/Chevy for that matter): there are these well-traveled highways -- '1' '101' 'I-5' 'I-15' 'I-390', etc. that connect southern Calif with other interesting places - Yosemite, the Bay area, Tahoe, Vegas, even Oregon (where Spark EV's are also sold).  Just a thought.",1,0,0,0,0,0,1,0
8367,292458,"The outlet is hanging loose, but it worked.  It's at the rear of the building, next to the garbage cans.  ",1,0,0,0,0,1,0,0
7499,55106,3 free clipper creek j1772s look great. ChargePoint unit is level 1 only. spi is working and used by city's rav4s,1,0,1,1,0,1,0,0
914,203068,"$0.49/KWh. expensive, but better than nothing",0,0,0,1,0,0,0,0
143,86353,"Two leafs parked in the spaces all day, both were done charging within an hour after parking but stay all day =o( Had to squeeze in at an angle to charge",0,0,1,0,0,0,0,1
253,45703,Hooray. The nicest salesmen let me charge for 5 hours! Go Parkway Nissan.,1,0,0,0,0,1,0,1
8262,231513,"Works great! It's across the Nissan dealer at their used car lot. Some of the used cars can hide it, next to the car entry for the building. ",1,0,0,0,0,1,0,0
8485,143660,Woop woop,0,0,0,0,0,0,0,0
31,249186,All EV charging spaces ICEd despite available parking.,0,0,1,0,0,0,0,0
3391,234530,Driving from Acworth to Jasper and back. Charging up before returning.,0,1,0,0,0,0,0,0
6373,231527,Tesla took last spot but it's not even plugged in.,0,0,1,0,0,0,0,0
5875,207833,still out of order,1,0,0,0,0,0,0,0
8072,159211,K&K; need to share! Lol. _x1f618_,0,0,0,0,1,0,0,0
6293,252749,"Charging with C.P. card, free. 2 ports on one charger. Only one sign for one spot saying it's for charging only, so I parked in the non-signed spot ;)   Long cord, can reach the 2 side parking spots... might even reach if your port is on the side and u park in front if iced",1,0,0,1,0,1,0,0
8328,85671,Opconnect charger broken. Support said they cant reset it on the weekends. Only in the office M-F. Junk support. ,1,0,0,0,1,1,0,0
8042,147977,"All the spots are taken.
Agree with the previous comment. They need to have charging stations that are away from the walkway to the terminal. People who actually need to recharge will park there rather than just for the convenience for being near the terminal.  They could also support 4 parking spaces with a single charging station rather than the current 2 spaces.",0,0,1,0,1,0,0,0
5942,209614,Fast charged here coming and going LA to Palm Springs. Worked great both times and no waiting.,1,1,0,0,0,0,0,0
319,204564,the station is up and running. the first charging station in Whittier! pay with a credit card $0.75 for a half an hour. Hope it gets used.,1,0,0,1,0,0,0,0
135,221108,all combo chargers off line per evgo,1,0,0,0,0,0,0,0
3248,136696,Always reliable site - clean power,0,0,0,0,0,1,0,0
6954,106705,Tesla Model S charges at 19mph.,0,0,0,0,0,0,1,1
437,306801,RF card reader still not working. Reported to EVgo.,1,0,0,0,0,0,0,0
4054,246786,Looks like we're up and running! Thank you Georgia Power. ,1,0,0,0,0,0,0,0
2354,237846,"If you have anything other than a Tesla and you're coming during peak season, you can't use the 120v unless you're staying at the resort. Which is understandable as they're so close to Noah's Ark. ",0,0,0,0,1,1,1,0
5583,150531,J1772 would not release for use.  Other J1772 in use.,1,0,1,0,0,0,0,0
1395,154526,"There are 4 charging spots. There are 3 idiots parked in the EV charging spots. Annoying! Anyway, there was an error message on the level 3, but I could still charge ok. Both spots on the level 3 appear functional and both level 2 chargers look like they are working. ",1,0,1,0,1,0,0,0
1308,249259,spark dcfc success. had luck pushing bottom of connector where cable goes in and pushing up on the cable.  seems like something internally is loose and making intermittent contact,1,0,0,0,0,0,0,0
1758,201413,I noticed the fee for usage at this unit is a flat fee $5/$8.  The fee should be based on usage.  Members = $0.39/kWh and guest members = $0.49/kWh.  I called customer support which confirmed the charger is setup incorrectly.  He was passing the information up the chain for resolution.  ,0,0,0,1,0,0,0,0
6493,154799,Both seem to work. If touch screen doesn't just wait 30 seconds and it will auto start.,0,0,0,0,1,0,0,0
3237,176012,Right hand side is down with a 'communication error.',1,0,0,0,0,0,0,0
7385,189125,Level 3 blocked but easy access to level 2. ,0,0,1,0,0,0,0,0
8087,289128,Information is in the Administrative Directive A108.6. Admin being the Director/Assist Directors of Public Works. ,0,0,0,0,0,1,0,0
2677,302337,"Had to call for a reboot before being able to start the charge due to a repeating ""communications error"" message.  Other than that, it's working fine.",1,0,0,0,0,0,0,0
85,41405,will move by 3:15pm,0,0,1,0,0,0,0,0
5250,199109,"Adam, the two plugs are for the two different DCFC standards -- Chademo (Leaf only) and SAE Combo (BMW and other future cars).  You can only DCFC one car at a time, so that's why the cords only reach one parking spot.",0,0,0,0,1,0,0,0
3188,188358,front 2 ICE'd,0,0,1,0,0,0,0,0
4029,164062,PS there is a STARBUCK`S in the MARRIOTT LOBBY,0,0,0,0,0,1,0,0
3609,285378,Still ICEd by the same dealer car. Totally useless. ,0,0,1,0,0,0,0,0
4005,85836,"Bosch PowerMax seems to be rated for low end chargers 3.3kW of lower. Cars with higher level chargers. BMW i3, ActiveE, Rav4 and Tesla will blow out the unit after a minute or two. Staff is untrained in the use of equipment. Be sure unit is turned on. Switch is on right side, should show solid green light when ready, blinking green when charging, blinking red or no light if there is an issue. ",1,0,0,0,1,1,1,1
5933,39256,Nice dealer!  Free wifi! Free hot dogs and popcorn! ,0,0,0,0,0,1,0,1
2973,225762,Sorry grey volt. Had to unplug to plug in Leaf.  I was out. Hopefully ok.  If you need to unplug please plug me in when you leave. ,0,0,0,0,1,0,0,0
8481,52355,"No stations available as of 1:31PM. Just as I pulled out, another volt took my spot.",0,0,1,0,0,0,0,1
5446,77042,All 4 stations taken by Cars2Go; you'd think they'd be good neighbors and at least leave 1 station open for others to charge.,0,0,1,0,0,0,0,1
4363,213063,Sign states temporarily out of order,1,0,0,0,0,0,0,0
814,146391,Parked next to a charging PIP and a non plugged in Leaf,0,0,1,0,0,0,0,1
890,308672,6 bucks for a charge.... ,0,0,0,1,0,0,0,0
586,269685,Chademo not able to stop - stop button not working,1,0,0,0,0,0,0,0
6955,67912,SPI OK,1,0,0,0,0,0,0,0
3416,195050,"I talked to the service manager and he said that they allow the public to use the charger when it's available, but it's not actually a public charging station. Usually they keep the charger blocked with dealership cars. I was able to charge the other day but there must be something wrong with the charger because I only picked up 8% in an hour and a half.",1,0,0,0,0,1,0,1
6831,41535,Only 2 of the 3 work....,1,0,1,0,0,0,0,0
3985,262654,"Updated Tuesday, June 30, 2015 @ 4:30 PM: Both CHAdeMO Chargers #1 & #2 have been reset - thank you for you patience. CTDOT


Richard a month ago ",1,0,0,0,0,0,0,0
6418,161344,ice'ed,0,0,1,0,0,0,0,0
7597,138801,Excellent! Be sure to have your blnk card or code,0,0,0,0,1,0,0,0
2727,260101,"please plug me when you are done I'm with blue 500e, thanks",0,0,0,0,1,0,0,0
4935,303496,"The White Tesla was still taking up space last night until after 8:30pm after couple hours fully charged. May be he does not use Plug Share, but someone did leave him a note two nights ago. So I guess he is just Don't Care. He decided to make it his personal charging station for any day he want.",0,0,1,0,1,0,0,1
678,155611,Quick Charged.,1,0,0,0,0,0,0,0
2335,234877,Nice location,0,0,0,0,0,1,0,0
8426,170850,This is restricted access inside a gated employee parking deck.,0,0,1,0,0,0,0,0
454,85122,"All l2 are taken by dealer cars but I got to sneak into the DCFC today, working fine. ",1,0,1,0,0,0,0,1
4003,180251,Blink chargers inoperable. Parts back ordered. Anticipated fix in mid-January 2015.,1,0,0,0,0,0,0,0
2659,231119,The charger is off. Looks broke,1,0,0,0,0,0,0,0
4753,219946,Love that MassPort is supporting EV!,0,0,0,0,0,0,0,0
410,50465,"Dear Plug Sharers, The DCFC charging station has not yet been released to customers, it is not ""down"" it is simply not yet ready.  Please be patient and we will have it up soon.",1,0,0,0,1,1,0,0
7279,171002,"I fixed up the broken handle on this charger, quite a bit less scarry now. 

It charges fast, and cheaper than blink gougers oops I mean chargers!
your all welcome.",1,0,0,0,0,0,0,0
6905,66990,Thanks for making my all electric road trips possible Volkswagen Group!!!,0,1,0,0,0,0,0,1
