,id,review,functionality,range_anxiety,availability,cost,ui,location,service_time,dealership
439,298866,worked well.  Was able to make it to Tahoe from here in my Spark EV.... it can be done! ,0,1,0,0,0,0,0,1
6988,140267,Came by for a quick look around the property. They plugged me in up front and gave me complimentary valet. Really beautiful place and nice people.  Thanks. ,0,0,0,0,0,1,0,0
1110,282092,"Aim to arrive outside of dealership hours, otherwise there is a high likelihood of employees charging their personal i3's.  ",0,0,1,0,1,0,0,1
4922,189335,"Grateful for these chargers. Always available, especially later in the day on weekdays. And so glad I bought a Platinum USH Annual Pass this year w/free parking!  ",0,0,1,1,0,0,0,0
8924,64506,Must have RFID key fob to use. ,1,0,0,0,0,0,0,0
61,308397,Attendant was super-nice and helpful. Parking was $5 (no extra cost for charging).,0,0,0,1,0,1,0,0
5536,174262,"Tested both L2 and QC while waiting, both OK",1,0,0,0,0,0,0,0
4361,203999,"Came on a Friday afternoon. Chargers are in the back of an area labeled ""valet only"", but I just drove in and parked, started charging. Not sure how often or when the lot is marked as valet only.",0,0,0,0,0,1,0,0
7697,98789,Two hour limit stated on sign.,0,0,0,0,0,1,0,0
9764,48480,Orange fiat 500e here most days.    :-) ,0,0,0,0,1,0,0,1
5373,178614,2 work and one seems to have no power 211431. I will report it. they have shade too for summer charging. ,1,0,1,0,0,0,0,0
9035,62091,DCQC right side works. Happy St. Patrick's day.,1,0,0,0,0,1,0,0
5060,185895,Charger on left still down.,1,0,0,0,0,0,0,0
1909,262957,Did a third 240v station really get added?,0,0,1,0,1,0,1,0
5339,179308,The 120V outlets they provide are perfect for charging during multi day trips. Bring your EVSE!!! Some of the spots will be taken by ICE vehicles. ,1,0,1,0,0,0,0,0
3966,213108,"I love having the Tesla CHAdeMO adapter.  I am getting 139 miles/hour at this location.  Peak Volts = 333, Amps = 121.",0,0,0,0,0,0,1,0
7896,85990,Could not enter through the gates on the south side entrance of cherry to the parking structure. No attendant on duty. Machine for dispensing tickets broken.,1,0,0,0,0,1,0,0
3628,220502,Beautiful small town with cute thrift shops _x1f604_,0,0,0,0,0,1,0,0
4758,193863,"I have been checking on this site once or twice a week all month, to see when it was back online.  As of Monday Jan 26th, it is back!  Parking is free; during the day, just tell the attendant that you're plugging in; at night, the lot is unmanned and free anyway.  This is a good place to stop if you are coming up from the southside, running nearly empty, and desperate for a charge.  It's very close to the highway exits; navigate to 240 Capitol Ave SW.",0,1,0,1,0,1,0,0
4736,194309,"It's a double chargepoint right off Plum street, adjacent to the Japanese garden.",0,0,0,0,0,1,0,0
4575,198986,Great Place. Working just fine for the Chademo. Straight in and make a right. ,1,0,0,0,0,1,0,0
8974,63485,only open during store hours. locked lot. opens at 8 am.,0,0,0,0,0,1,0,0
7079,138455,In use,0,0,1,0,0,0,0,0
6598,149097,"Hey Lark, don't trade in for a Tesla. They look good and smell good,  but Tue behind the scenes information states that the quality control is very weak. I.e. misaligned body panels, subpar materials,  poor paint quality, etc
On another note, I have a corporate contact at KBB and a corporate contact at NNA in Tennessee. I will make contact with each of them right now to discuss the pathetic KBB QC chargers installed in Denver. ",0,0,0,0,1,0,0,1
106,307239,Parked next to the EV stall. Ok to unplug if you need a charge. Please plug back in when you are done. Should be here about 2.5 hours. Thanks.,0,0,0,0,1,0,0,0
4440,202160,You have to be eating to use charger. Only bad part is spot not marked as EV.,0,0,0,0,0,1,0,0
697,291843,"thanks i will look into that, trade my leaf.",0,0,0,0,1,0,0,1
1804,265834,Feel free to unplug and use once my car is fully charged!,0,0,0,0,1,0,0,0
1922,262665,reported unit 9C22 low line voltage to chargepoint,1,0,0,0,0,0,0,0
2754,240915,both spots taken @ 3:58p,0,0,1,0,0,0,0,0
1022,283961,Says it can do 69 amps,1,0,0,0,0,0,0,0
6245,157356,fast charge on both sides seem to be inoperable.,1,0,0,0,0,0,0,0
445,298731,Works good. You need a card to start charging though.,1,0,0,1,0,0,0,0
4507,200845,Both sides not working,1,0,0,0,0,0,0,0
4652,196598,Can Nissan Leaf drivers use these supercharges? ,0,0,0,0,1,0,0,0
3442,224327,Always being ICEd by gas only cars,0,0,1,0,0,0,0,0
3606,221077,We didn't buy our Volt here but they were nice enough to let us charge for an hour when we went bike shopping at Gerks nearby!,0,0,0,0,0,0,0,1
6493,151180,"Credit card reader gives message""unable to accept a card"". The store manager rebooted the system but the error remains. ",1,0,0,0,0,0,0,0
7784,91882,Free charging will be over on April 10. Bummer,0,0,0,1,0,0,0,0
2222,254645,Chademo level 3 charge worked great! Took me from 11% to 90% in no time!,1,0,0,0,0,0,1,0
998,284367,"This location is very popular.  Be careful with the plugs--some are getting worn, and may be hard to disengage from the charger.  ",1,0,0,0,0,0,0,0
1410,275952,NCTC!! ,0,0,0,0,0,0,0,0
327,301761,All electric here. Waiting for two volts to give up one of two spaces. I'll check back in an hour.,0,0,1,0,0,0,0,0
4568,199179,"Michael - Yes,  a brown-ish Fusion Energi seems to hog the right side stall often. 

I usually stick a post - it note in my window with an eta for those not on plugsshare.",0,0,0,0,1,0,0,0
5091,185219,Parked at 3B as 2B wasn't working. ,1,0,0,0,0,0,0,0
9083,61300,Nose to nose parking very helpful.,0,0,0,0,0,1,0,0
8415,74935,Broken. ,1,0,0,0,0,0,0,0
5185,183471,charged just fine ,1,0,0,0,0,0,0,0
9509,54060,"Avcon talks and will charge, SPI has power could not test charging",1,0,0,0,0,0,0,0
9638,51233,Head into QDOBA Mexican grill while we charge. ,1,0,0,0,0,1,0,0
9586,52312,Ok to unplug when green light is flashing.,1,0,0,0,0,0,0,0
1717,267904,Please plug in my car when charger is available. Thanks! ,0,0,0,0,1,0,0,0
9621,51666,Still won't charge 2013 LEAFs. ,1,0,0,0,0,0,0,1
73,308191,Chargepoint unit says decommissioned but it will still release the charger after a long pause. ,1,0,0,0,0,0,0,0
1708,268192,checked and all seem to be 30 amps 208  for 6 kW charging. a great deal for go daddy workers. I saw a Teska s. leaf and Volt plugged in. ,0,0,0,0,0,0,1,1
8011,83716,"Charged yesterday. The 4 spots furthest from the platform are open to anyone, despite most assigned spots being empty usually.   fully charged in just under 2 hours. wish they would leave the lot open on the weekends since it is a very convenient location. ",0,0,1,0,0,1,1,0
3016,234350,"1 DCFC out of order, which still leaves two. ",1,0,0,0,0,0,0,0
3105,232063,Fyi: Repairman working on single supercharger.,1,0,0,0,0,0,0,0
7281,127586,"Used this station on my way south from South Burlington to Tinmouth for SolarFest. Excellent rate of charge... Something like 30 miles of range added per hour plugged in. Apparently, the LEAF would have made it all the way to SolarFest without the extra charge here... I charged to full @ SolarFest, and drove the 77 miles home directly, and still had just under 40 % charge remaining on the battery!! :) Thanks Castleton, for making this range test possible!",1,1,0,0,0,0,1,1
9655,50625,Anyone know if it's up and running?,1,0,0,0,1,0,0,0
1378,276593,sae working fine,1,0,0,0,0,0,0,0
1876,263743,Volt plugged into 1 charger.  Other one was open,0,0,1,0,0,0,0,1
1215,280037,repaving parking lot ,0,0,0,0,0,1,0,0
3331,227031,"Updated Friday, April 24 @ 5:15 PM: Due to high parking stall utilization at these plazas, posted stalls shall be used for SHARED parking or EV charging: Stalls are FIRST-COME, FIRST-SERVE; Vehicle may EITHER park 15 minutes OR CHARGE 45 minutes; Vehicle must vacate stall after EITHER park OR charge cycle is complete. Thank you for your cooperation. Please direct any comments or questions to: Richard C. Hanley, P.E. Connecticut DOT Telephone: 860-594-2887 Email: Richard.Hanley@CT.gov",0,0,0,0,0,1,0,0
5041,186292,First time here! Nice positioning! Not likely to be iced. ,0,0,1,0,0,1,0,0
250,303683,Up on fifth floor. Will leave around 12:30pm. ,0,0,0,0,1,1,0,0
1935,262377,"The app says the quick charger is ""in use."" Not so. When I got there yesterday, it wouldn't activate. I called the support number and was told it was ""offline."" No info and when that would change. Ended up sitting there a lot longer than anticipated.",1,0,0,0,0,0,0,0
588,294948,Front chargers ICED ... yet again.,0,0,1,0,0,0,0,0
1658,269674,there is only 1 CHADEMO charger at Fashion Fair... the app says there are 2,0,0,1,0,0,0,0,0
9717,49341,"On the way back to canada using DCQC, having dinner at Olive Garden, feel free to unplug when my car is complete.",1,1,0,0,1,0,0,0
900,286466,It's supposed to be free but I had to sign up for a plan to activate the charging station. another card to my sun visor which holds all my charging network cards ...,0,0,0,1,0,0,0,0
10000,43273,"free. no need to waive a card or trigger charing from a cellphone. Just connect and start charging.
perfect !!",1,0,0,1,0,0,0,0
3929,213841,They are working on it right now. ,1,0,0,0,0,0,0,0
2787,240313,finally no one hogging this charger ,0,0,1,0,0,0,0,0
434,298929,I say if someone has an ev to spare just park it in that spot and leave it there for a few days! Even if the power is off just park a nice chevy volt there. It won't get towed because the space isn't owned by anyone or marked so. That will set off whoever put this charger in as much as it sets me off for that person to be so inconsiderate to other ev drivers especially since that doctor is never parked there.,0,0,1,0,0,0,0,1
3549,222138,Sounds like the citizens of LA need to work with local government to pass a regulations stating every EVSE on city property needs to have information on who to contact if maintenance is needed. ,0,0,0,0,1,0,0,0
6059,161850,Charger blocked off by construction,0,0,1,0,0,0,0,0
3689,218942,"For some reason, Charger #02 isn't charging.  I'm seeing that it sees the plug on my car, but no power is being delivered. Left a message for Volta. ",1,0,0,0,0,0,0,0
3962,213157,The DC Fast Charger (CHAdeMO) is currently under repair. We will update when we have a confirmed fix or solid timeline. Thank you for your patience.,1,0,0,0,0,0,0,0
9877,46216,Station 1 (left) started charging after plugging in without authentication.,1,0,0,0,0,1,0,0
6404,153840,"Not working, October 5th.",1,0,0,0,0,0,0,0
3794,216362,"Although connected and followed all instructions, vehicle doesn't appear to be charging",1,0,0,0,0,0,0,0
1710,268118,Only one here. Approx 240 miles of range per hour. ,0,0,1,0,0,0,1,0
3654,219884,One charger not working.  One working,1,0,0,0,0,0,0,0
2145,256866,One person ahead of me. ..only waited 3 minutes. Staff very friendly. Thank you Nissan of Concord. ,0,0,1,0,0,1,0,1
4544,199803,Charger not operational ,1,0,0,0,0,0,0,0
9013,62582,A new RAV-4 was taking both EV spots. I had to use someone's reserved spot. Hopefully no one working on Saturday night. Lucky the cable reached. ,1,0,1,0,0,1,0,1
9723,49280,They charge 2.00 per hour to charge. Even though get 40 Amps only get 30 mi per on on charge. ,0,0,0,1,0,0,1,0
5203,182990,"An odd machine. Read directions carefully. But it worked. Located in parking garage, where you have to press button to get ticket and wait for gate arm to rise up",1,0,0,0,1,1,0,0
612,294219,I had to call Greenlots to get the charger activated since I applied for but haven't gotten a RFID card yet. Went smoothly. Nice area close to campus for lunch.,1,0,0,0,0,1,0,0
3411,224986,Love this location.  Needed to drive here from the 8000 Sunset blvd location on        e-fumes.    That place always has problems.   I have a long day on driving tomorrow. Tonight was a must. ,0,1,0,0,0,0,0,0
9337,56920,remember to turn on power panel next to charger,1,0,0,0,1,0,0,0
7152,137029,chargepoint station:$0.75/hr. Across the street from 7-11. SW corner of Cache La Poudre and Nevada.,1,0,0,1,0,1,0,0
6396,154039,This is not free as of10/6/2014.,0,0,0,1,0,0,0,0
7831,88177,"If your driving a LEAF, use the PEP station on the right without the display. The LEAF works fine with that one. The fancy LCD unit won't charge.",1,0,0,0,0,0,0,0
581,295084,"Packed because of Megafest, but was still able to charge.  Spots ICE'd, so I parked in aisle to charge.  Peak Volts = 199, Amps = 80.  Getting 44 miles/hour at this location.",0,0,1,0,0,0,1,0
8536,72826,arrived at 10 pm.  the spot next to the charger was full of a 4 foot pile of snow.  I packed my own spot down using my model s in very high suspension.,0,0,1,0,0,1,0,1
3062,233226,Prius plugin only goes 11mi (max) in ev mode and considerate owners understand that there is a hierarchy to public charging stations. ,0,0,0,0,1,0,0,0
9295,57554,"easy access, largely solar powered. charged our electric boat successfully.",1,0,0,0,0,1,0,0
9714,49412,"Charging working for me. One station out of service, one working.",1,0,1,0,0,0,0,0
8397,75238,Works great!,1,0,0,0,0,0,0,0
6920,141847,"Three cars were plugged in, a Volt, LEAF and Fusion Energi. Five spots total.",0,0,1,0,0,0,0,1
7358,122439,"Charged up today. All directions correct. Check in with valet, they will lead you to garage and plug. Very nice people here. They even moved a Tesla so I could charge my Spark EV. Just ask the restaurant to validate your pink ticket with a stamp, then only $3. Charge free. Great experience.",0,0,1,1,0,1,0,0
8739,68212,"Even though the sign says UCLA permit parking only, it means you need to pay for parking. A little esoteric. ",0,0,0,1,0,1,0,0
2851,238701,Using ChadeMo. Done in 30,1,0,0,0,1,0,0,0
10199,17115,Since ohare is devoid of functional chargers this is pretty good. Not a DC fast but 240v for sure.,1,0,1,0,0,1,1,0
1415,275799,both quick chargers in use,0,0,1,0,0,0,0,0
3942,213582,"Charger not working,  not even plugged in, cables were in zip ties I removed them, talked to guy instead he said they put in a work order ",1,0,0,0,0,0,0,0
2292,253064,Still not working...,1,0,0,0,0,0,0,0
3059,233292,one open,0,0,1,0,0,0,0,0
8865,65700,contruction still blocks access to chargers,0,0,0,0,0,1,0,0
7265,128450,Look for lit up round station under panels.  That was the only one I got to work.. Twice.  30 minutes gave me about 7 miles on my CMax.  ,1,0,0,0,0,0,0,0
7612,106019,Easy to find. Only 4 chargers though. ,0,0,1,0,0,0,0,0
9823,47095,Volt and C-Max Energi also charging currently. ,0,0,1,0,0,0,0,1
8202,79391,Ur kidding??? Paypal need my password again ....,1,0,0,1,0,0,0,0
9721,49306,"Great location near restaurants and hotels. There was a soccer tournament today, so the Aquatic Center parking lot was blocked off, but they let me in after explaining that I was not attending the game. Too bad because there were a lot of other EVs which couldn't charge there because their drivers we involved with the soccer game and the Aquatic Center was not allowing parking in its lot even though it's closed on Sundays.",0,0,1,0,0,1,0,0
7372,121337,"ChargePro L2 Charger.  Currently set up as free to use, however, if they choose to charge a fee, you'll need to either Pay with PlugShare, get a SmartCard from www.semacharge.com, or call the 800 on the screen to activate a session.",0,0,0,1,1,0,0,0
2725,241764,Top level of parking garage.  States it's for guests only.  No attendant & it is in a public parking structure,0,0,0,0,0,1,0,0
6084,161078,Blink unit was working fine.,1,0,0,0,0,0,0,0
1671,269285,Both chargers still down.,1,0,0,0,0,0,0,0
1428,275543,Thanks so much! Nearly ran out of 'gas' on the way home from the airport tonight- you saved the day.,0,1,0,0,0,0,0,0
9254,58288,30amp ChargePoint. RIFD card required. ,1,0,0,0,0,0,1,0
2541,246427,We should try to legislate to enforce that the chargers are free if there's ever an outage of Internet,0,0,0,1,1,0,0,0
4346,204309,EV charger is near the bus stop.  There is a gate to the left of the bus stop and the charger is behind the gate.,0,0,0,0,0,1,0,0
5938,164501,You can charge here after business hours; I started charging at 7:15pm and worked fine.,0,0,0,0,0,1,0,0
1107,282170,"I will be done at 10:30 pm
805 428 6489",0,0,0,0,1,0,0,0
6859,143140,Offline,1,0,0,0,0,0,0,0
7181,136401,Spark is charged... you can unplug...horn will go off but it's all good,0,0,0,0,1,0,0,1
2872,238093,"The touch screens here are working, albeit due to the sun exposure they are becoming foggy.",1,0,0,0,0,0,0,0
6811,144376,next to rubio,0,0,0,0,0,1,0,0
1436,275383,"Was able to DC fast charge just fine, note need NRGEVGO card as NO cell or any signals in garage !",1,0,0,0,1,0,0,0
4491,201124,"There must be a local, organic cafe inside..so much better than corporate coffee!",0,0,0,0,0,1,0,0
6719,146617,Tried to charge about fifteen times. Kept getting a connection error. Charger would not properly seat in the connector. Currently Awaiting a tow :(,1,1,0,0,0,0,0,0
2590,245087,Iced,0,0,1,0,0,0,0,0
930,285693,"Charger #4 (second from left, handicap space) would not charge. Couldn't recognize car was plugged in. ",1,0,0,0,0,0,0,0
1084,282787,nice spot complete with the latest low energy-efficient LED spot lights. No Gas EV,0,0,0,0,0,1,0,0
4226,206892,Great looking Outlander PHEV parked next to me!,0,0,0,0,1,0,0,0
5687,170852,All chargers broken,1,0,0,0,0,0,0,0
5840,167040,"The EZ Charge website does not show this location but this L2 charger is still NCTC eligible, for 1 hour of free charging.",1,0,0,1,0,1,0,0
9313,57165,"Car2go and leaf charging nicely in other spots.  cable from handicap spot charger just reaches adjacent ev spot.  Drops from 210 to 205V @ 30A
Good to see blink maintaining this busy site which often seems to have charger problems.",1,0,1,0,0,1,1,1
734,290957,"Ford Fusion was here at 9:30 fully charged. I swapped the charger and left a note saying they were all set. Charger base has status of charge - pulsing green when charging and solid green when complete ""charge complete"" message.",0,0,0,0,1,0,0,1
10054,41839,Port 2 still broken! I am using port 1 for the next 3 hours.,1,0,0,0,0,1,0,0
7505,111291,"Maaz, what did you do to avoid being stranded?",0,1,0,0,1,0,0,0
3466,223672,"Left charger down, right one working",1,0,0,0,0,0,0,0
244,303808,Tried it w/o Blink card and it doesn't work.  Does activate w/card,1,0,0,0,0,0,0,0
8211,79189,"J1772 charger working fine. 30A, 207V, 18mi/hr",1,0,0,0,0,0,1,0
4528,200320,Charged at 6am no problem. ,1,0,0,0,0,0,0,0
8758,67875,A new RAV4 was taking on Go Juice. ,1,0,0,0,0,0,0,1
6455,152093,They turned off two of the outlets. They say the remaining one is going away soon too. ,0,0,1,0,1,0,0,0
858,287805,station closest to bass pro shop was working and free.  didnt look like other one had power.  ,1,0,0,1,0,1,0,0
8014,83616,"only one j1772, which is always full.  Please add more!  Also, as of Feb, new $2 parking fee in all dots until 3pm.",1,0,1,1,0,1,0,0
8615,70701,"We heard at the Gilroy charger that there was a backup here...but by the time we arrived at 7:30pm, no one's here & we're getting 382 mi/hr...sweet!",1,0,1,0,0,0,1,0
2418,249530,Arrived early and used the one spot which is very close to the gate.  I have a Volt and wanted to park in a space next to the plug in case a leaf was present and needed it.  They need more chargers and in better locations.  You cannot park next to this EVSE which would have been inconvenient were I not the only EV present.,0,0,1,0,0,1,0,1
8168,79886,When I arrived the technician was there and very friendly. Do need credit on your Chargepoint card to activate.,1,0,0,0,1,1,0,0
9878,46183,What is cost for charger (not including parking)?  Thanks!,0,0,0,1,1,0,0,0
640,293499,"Now set up as chargepoint.  Still free for the time being,  I think,  but that will change",1,0,0,1,0,0,0,0
7799,90385,"Charged Tesla S on 3/16/2014 while hiking to/along/from ocean.  Only working charger here is the one by itself facing south - took a few tries, but finally connected and charged OK.",1,0,0,0,0,0,0,0
7546,108671,"Peak charging power: 30 amps, 240 volts",1,0,0,0,0,0,0,0
1913,262908,Captain PLaneT here using J1772 to make sure I can get home! ,1,1,0,0,0,0,0,0
9699,49707,Doesn't seem to be free anymore. ,0,0,0,1,0,0,0,0
4291,205464,User stayed plugged in all day after charge complete. :(,0,0,0,0,1,0,0,0
4881,190387,rolled up with only 15 miles to spare! ,0,1,0,0,0,0,0,0
9032,62128,it works now!!!,1,0,0,0,0,0,0,0
7787,91769,Ford was charged up so I unplugged.  Hope that's ok.  Left my number if you need it back. ,0,0,1,0,0,0,0,0
475,297768,"Great restaurant with friendly staff!  Second charger is currently faulting but remaining is 80 A, so fast charging.  Highly recommend this place!",1,0,0,0,0,1,1,0
6714,146787,charged yesterday 4 hrs for $2.25.,0,0,0,0,0,0,1,0
482,297427,I'm done charging ok to unplug,0,0,0,0,1,0,0,0
1829,265108,"3 Eaton 208v 30amp stations. It's a shame, it looks like these never get used as they are in a faculty lot. I had no problem getting to them on a Summer weekend day though. ",0,0,0,0,0,1,1,0
3258,228615,"Charged here on 4/25/2015 in Tesla Model S with CHAdeMO.  Got 150 MPH for most of the charge.  Rolled in from College Station heading to Beaumont and back. 

Until Tesla fills in an SC between Lake Charles and Columbus, this does the trick.  24 Hour Whataburger and Jack-in-the-Box adjacent.",0,1,0,0,0,1,1,0
4589,198375,Test comment ,0,0,0,0,0,0,0,0
9021,62335,"Works great, lots of food options within a 3 minute walk. ",1,0,0,0,0,1,0,0
7360,122120,In valet parking area on 1st floor.. Valet attendant has to let you through gate to park in EV spots.. ,0,0,0,0,0,1,0,0
5331,179612,Thanks BMW,0,0,0,0,0,0,0,1
6905,142290,"Two Coulter leaves parked, one charging (11:35pm). West-most charger was available, but did not read my incard. Guest code worked fine. ",1,0,1,0,0,0,0,0
1849,264470,"The Black Smart Car is already charged. Feel free to unplug me at anytime today, July 3rd",0,0,0,0,1,0,0,1
5782,168367,"Have not been able to successfully use CCS charger (SAE Combo) at any NRG eVgo charging station in the bay area using phone starting. Tried 5 of them and zero for 5 worked. Now charging at this station using someone else's card, relying on the kindness of strangers due to the ineptitude of NRG.",1,0,0,0,0,0,0,0
8730,68422,"Worked great!  The deck was jammed full due to a huge convention nearby so it was nice to have the reserved EVs spots available, and so convenient to the street.",1,0,1,0,0,1,0,0
5610,172424,charger fault,1,0,0,0,0,0,0,0
4043,211296,"Touchscreen broken. Failed to remote start via app, failed to remote start via phone. Doesn't seem to be communicating. Ticket filed with Blink",1,0,0,0,0,0,0,0
6273,156937,Chargers are currently blocked by remodeling on the side of the building. ,0,0,1,0,0,0,0,0
7065,138801,Excellent! Be sure to have your blnk card or code,0,0,0,0,1,0,0,0
3039,233674,"The combo charger would not charge, gave communications error twice.",1,0,0,0,0,0,0,0
5508,174900,Touch screen on the left still not working. ,1,0,0,0,0,0,0,0
7973,84387,"There are now multiple Level 2 chargers in the CNN deck just a block away, across COP Drive from CNN Center.",0,0,1,0,0,1,0,0
4552,199612,"Does anyone have info on this charger? Like what network this requires for use, pay 2 charge, etc.",0,0,0,0,1,0,0,0
1521,273257,Contacted my leasing office (resident) they said it should be fixed by the end of next week. They ordered some part. Will update when I notice it working. ,1,0,0,0,0,0,0,0
114,307010,"Be mindful of free first 1/2 hr inside permit lot! Blink DCFC not useable. Left touchscreen reads Blink card, but glass is cracked and not responsive to touch and refuses to start charge. Right toucscreen is off with no sign of life. Thankful the neighboring L2 units are working correctly. ",1,0,0,0,0,0,0,0
7786,91803,excellent! Full power 120 kW,1,0,0,0,0,0,0,0
1593,271379,low 5  kw all 3 seem to work ok. the one on the left has a bad touch screen but started right up after 20 seconds. ,1,1,0,0,0,0,1,0
2086,258577,this is still not working. it's been weeks now.,1,0,0,0,0,0,0,0
4242,206599,Both DCFCs still down; reset did not help.,1,0,0,0,0,0,0,0
6503,150908,only charger in the valley...  not even the nissan dealer here in town has a charger (chargepoints app is wrong).  thanks again guys!  if you're ever here during business hours don't forget to stop into the showroom to see all their awesome stuff and thank them!,0,0,0,0,0,1,0,1
9060,61550,Address is listed incorrectly... The actual entrance to this Imperial Parking Garage id located on 98th Street between Lexington & Park.,0,0,0,0,0,1,0,0
6225,157710,Only the Tesla port is active during the off-season when the resort is closed.,1,0,0,0,0,0,0,1
761,290333,Worked W/O fob.  Took some baby wipes and cleaned a little ,1,0,0,0,0,0,0,0
7027,139454,"the left charger is slow. but, it works and allows full EV to go to Monterey. ",0,1,0,0,0,0,1,0
8439,74538,DCQC with 2 chargers here but looks like it is turned off and non-operational.,1,0,1,0,0,0,0,0
5152,184015,Except for me charging all other spots are ice'd. El Mercado Latino customers taking all other spots ,0,0,1,0,0,1,0,0
160,305747,Still not working.,1,0,0,0,0,0,0,0
404,299411,"Plugs only on during business hours, they are free,although they salespeople will try to 'trade u outta' your car. Lol",0,0,0,1,0,1,0,1
3402,225355,Broken qc,1,0,0,0,0,0,0,0
8304,77189,8 parking spots with 4 chargers. Appears to be a great Cooperative for those working in the bldg if you're parked for the day. Not so sure if you're looking for a quick charge in the middle of the day...,1,0,1,0,1,1,0,0
1731,267474,Thanks total eyecare!,0,0,0,0,0,1,0,0
3987,212776,Left side touch screen not responding.  Right side working fine.,1,0,0,0,0,0,0,0
6618,148552,DP.,0,0,0,0,0,0,0,0
6605,148884,A number of charging stations do not work. Our group was using ~10 stations. The remaining stations were either not functioning or reported a charging fault and aborted. This was across several brands of vehicles. Nonetheless thank you GE for the charges. ,1,0,0,0,0,0,0,0
2298,252887,Unable to charge. Power is on but unit is not active on network yet. ,1,0,0,0,0,0,0,0
8551,72559,Still down,1,0,0,0,0,0,0,0
1127,281910,The charging stations are located in the back parking area away from the main road. ,0,0,0,0,0,1,0,0
6567,149828,"Stopped by twice in one day. Friendly service staff had to move the shop's Leaf second time around to unblock the CHAdeMO box (cycle had completed; wish it had been possible to just move the connector and not bother them). No charge, these guys are great. ",1,0,0,0,0,1,0,0
2333,251950,Super shady love this place,0,0,0,0,0,1,0,0
5788,168196,Does anyone know if the parking garage is closed or locked overnight? Or is there access to the chargers 24/7? I've seen some fast chargers blocked by malls during non-business hours.,0,0,0,0,1,1,0,0
1432,275452,Black C-Max. should be gone by 7!,0,0,0,0,1,0,0,0
5889,165730,Charged our Leaf here yesterday.  No longer free -- .25c for first 4 horus; .50c thereafter. But weekend parking still just $7 so still an incredible deal. ,0,0,0,1,0,0,0,1
3052,233458,New signs that state a time limit AND threaten a tow for unauthorized vehicles. There is a god after all. ,0,0,0,0,0,1,0,0
6392,154152,"Left side one is always giving me trouble - not able to read the card, not able to validate the code, etc.",1,0,0,0,0,0,0,0
4991,187442,DC,1,0,0,0,0,0,0,0
23,309051,Here for 1 hr 30 mins.,0,0,0,0,1,0,0,0
6203,158212,Front desk desk not know they had an outlet. Chevy Volt on slow charge. ,0,0,0,0,0,1,0,1
3641,220216,fiat on 3. i am on 2. 1 is open.,0,0,1,0,0,0,0,0
5390,178251,QC broken again,1,0,0,0,0,0,0,0
2424,249388,Worked good with my Chevy Volt  $. 20/kwh,1,0,0,0,0,0,1,1
9364,56463,"This site is *NOT* L3 ... the L3 (DC Quick Charge) is nearby, however.  Site looked fine, no ICEing; did not charge.  This site is J-1772 at 240V all the way to 48amps ... if your EV can handle that ;-)  No worries, LEAFs and Volts will charge just fine.",1,0,1,0,0,1,1,1
5375,178592,Hard to find,0,0,0,0,0,1,0,0
2117,257794,what permit do you need to park in this lot?  Can you pay a fee to park here?,0,0,0,1,1,0,0,0
1541,272894,Model S at 360mph. ,0,0,0,0,0,0,1,1
3975,213017,Leviton EVB45-3PT EVSE ,1,0,0,0,0,0,0,0
1266,278874,only one charger working at the moment. ,1,0,0,0,0,0,0,0
1121,281968,Should be done by 2:20.  Another Leaf in line... ,0,0,0,0,1,0,0,0
570,295198,"It works again. When it's hot out, I recommend only charging for 10-15 maximum or it will fail again.",1,0,0,0,0,0,0,0
7110,137833,0.35¢/kWh for QuickCharge,0,0,0,1,0,0,0,0
6125,160312,"one of the far side ports is out already, but other the are good. ",1,0,0,0,0,0,0,0
5207,182896,"Thanks Comfort Inn and charge point for the top up.  One small hiccup was that my TD Visa (Canadian) was not approved on charge point side, but my master card worked fine.  no need for charge point card, tap-capable credit card works fine.",1,0,0,0,1,1,0,0
9404,55808,"(On behalf of Will Beckett in a Leaf EV): Found out, to use the Level-3 EVSE the driver needs a prepaid 250Green RFID card ($21 to buy), and each use of the Level-3 takes $7 from the card. The service telephone number on the L3 EVSE is only valid during the week 8am to 7pm. ",1,0,0,1,1,1,0,1
4833,191728,I used to go to school here. The attendant is a jerk. The 2 sections are really one for employees and another for students and only senior students. So I doubt if he will let anybody else go in and use the chargers. ,0,0,0,0,0,1,0,0
847,288231,Second SAE Combo station I've seen listed today at a Kia dealership. Thanks Kia for raising the tide.,1,0,0,0,0,0,0,1
342,301170,3 chargers open,0,0,1,0,0,0,0,0
8409,75048,I couldnt find any marked low emissions vehicle parking nor available outlets. ,0,0,1,0,0,1,0,0
8494,73743,Perpetually full,0,0,1,0,0,0,0,0
771,290122,someone had pushed the emergency stop / reset button to left the unit I just rotated it till it popped out it started back up asked me to calibrate the touch screen after which I was able to login and charge ,1,0,0,0,0,0,0,0
9497,54300,"110 outlet in use daily by red 911 EV.

Both J1772 chargers are off line awaiting approval by one more committee on campus.

Latest news on the SPI is that it is supposed to get reinstalled.  I'll report when this actually happens.",1,0,1,0,1,1,0,0
5646,171736,:-),0,0,0,0,0,0,0,0
8350,76044,Restricted Access.  For government employees only.   Security guard on premises.,0,0,1,0,0,1,0,0
7673,101168,"Still no charging available. Nice looking units, though.",1,0,0,0,0,0,0,0
340,301215,Thanks for the charge! :) ,1,0,0,0,0,0,0,0
